section,level,zone,location_in_stadium,side_of_ballpark,sections_from_home_plate,direction_from_home_plate,rows_in_section,entrance_row,aisle_and_walkway_locations,seat_numbering,seats_per_row,notes,confidence
314,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,14,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 315; seat numbers count UP toward the edge facing section 313. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
315,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,13,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 316; seat numbers count UP toward the edge facing section 314. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
316,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,12,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 317; seat numbers count UP toward the edge facing section 315. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
317,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,11,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 318; seat numbers count UP toward the edge facing section 316. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
318,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,10,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 319; seat numbers count UP toward the edge facing section 317. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
319,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,9,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 320; seat numbers count UP toward the edge facing section 318. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
320,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,8,toward first base / right field,3-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 321; seat numbers count UP toward the edge facing section 319. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"Row labels start at 3, not 1. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
321,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,7,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 322; seat numbers count UP toward the edge facing section 320. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
322,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,6,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 323; seat numbers count UP toward the edge facing section 321. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
323,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line",first-base side,5,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 324; seat numbers count UP toward the edge facing section 322. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
324,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line; between the dugouts",first-base side,4,toward first base / right field,1-8,8,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 8.","Seat 1 is on the edge facing section 325; seat numbers count UP toward the edge facing section 323. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"Listed as rows 1-8 though the same page also says seven rows per section - treat the 8th row as uncertain. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.",MEDIUM - source contradicts itself on row count
325,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line; between the dugouts",first-base side,3,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 326; seat numbers count UP toward the edge facing section 324. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
326,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line; between the dugouts",first-base side,2,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 327; seat numbers count UP toward the edge facing section 325. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
327,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the first-base line; between the dugouts",first-base side,1,toward first base / right field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 328; seat numbers count UP toward the edge facing section 326. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"A fan review reports screens and metal bars obstructing the batter when leaning back; harder for shorter children. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
328,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, directly behind home plate",behind home plate,0,behind home plate,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 329; seat numbers count UP toward the edge facing section 327. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
329,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, directly behind home plate",behind home plate,0,behind home plate,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 330; seat numbers count UP toward the edge facing section 328. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),"A fan review reports row 1 has a poor angle and an LED sign blocking sightlines. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
330,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, directly behind home plate",behind home plate,0,behind home plate,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 331; seat numbers count UP toward the edge facing section 329. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
331,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, directly behind home plate",behind home plate,0,behind home plate,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 332; seat numbers count UP toward the edge facing section 330. Facing the field, seat 1 is on your left. This section is behind home plate, so seat 1 is on its third-base side and the highest seat number is on its first-base side.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
332,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, between the dugouts on the third-base side of home plate",third-base side,1,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 333; seat numbers count UP toward the edge facing section 331. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
333,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, between the dugouts on the third-base side of home plate",third-base side,2,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 334; seat numbers count UP toward the edge facing section 332. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
334,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, between the dugouts on the third-base side of home plate",third-base side,3,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 335; seat numbers count UP toward the edge facing section 333. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
335,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, between the dugouts on the third-base side of home plate",third-base side,4,toward third base / left field,1-8,8,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 8.","Seat 1 is on the edge facing section 336; seat numbers count UP toward the edge facing section 334. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"Listed as rows 1-8 though the same page also says seven rows per section - treat the 8th row as uncertain. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.",MEDIUM - source contradicts itself on row count
336,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,5,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 337; seat numbers count UP toward the edge facing section 335. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
337,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,6,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 338; seat numbers count UP toward the edge facing section 336. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
338,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,7,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 339; seat numbers count UP toward the edge facing section 337. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"Full afternoon sun in this location. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
339,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,8,toward third base / left field,3-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 340; seat numbers count UP toward the edge facing section 338. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"Row labels start at 3, not 1. All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
340,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,9,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 341; seat numbers count UP toward the edge facing section 339. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
341,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,10,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 342; seat numbers count UP toward the edge facing section 340. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
342,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,11,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 343; seat numbers count UP toward the edge facing section 341. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
343,300 Club Level (PNC Club Level),PNC Club Level - Club Infield Box,"Club Level above the lower bowl, overlooking the third-base line",third-base side,12,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 344; seat numbers count UP toward the edge facing section 342. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
344,300 Club Level (PNC Club Level),PNC Club Level - Club Outfield Box,"Club Level above the lower bowl, out toward the left-field corner. No in-seat wait service in this sub-zone",left field,13,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the edge facing section 345; seat numbers count UP toward the edge facing section 343. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
345,300 Club Level (PNC Club Level),PNC Club Level - Club Outfield Box,"Club Level above the lower bowl, out toward the left-field corner. No in-seat wait service in this sub-zone",left field,14,toward third base / left field,1-7,7,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 7.","Seat 1 is on the far edge of the section (no higher-numbered section beyond it); seat numbers count UP toward the edge facing section 344. Facing the field, seat 1 is on your left. Because this section is on the third-base/left-field half of the park, the rule flips: seat 1 is the end of the row FARTHEST from home plate and HIGHER seat numbers are CLOSER to home plate.",not published (typical rows run roughly 18-23 seats),"All Club Level tickets include SKYY Lounge access: climate-controlled seating, upscale food and beverage, bars. Club Infield Box sections also get in-seat wait service; Club Outfield Box sections do not.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
404,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,16,toward first base / right field,"1-4, 8-24",4,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 4. Walkway crosses the section between row 4 and row 8.","Seat 1 is on the edge facing section 405; seat numbers count UP toward the far edge of the section (no lower-numbered section beyond it). Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),"A fan reports being unable to see the right-field corner. Entrance and walkway are at row 4 here, unlike the rest of the level. Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.","HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
405,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,15,toward first base / right field,"1-7, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 7 and row 8.","Seat 1 is on the edge facing section 406; seat numbers count UP toward the edge facing section 404. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
406,400 Terrace Level,Terrace Box,"Upper deck, first-base side toward the right-field corner; the lowest-numbered terrace sections",right field / first-base line,14,toward first base / right field,"1-3, 5, 8-24",5,"Stairway aisles run along both side edges of the section; rows are not split by a mid-row aisle, so seat numbers run continuously from one side aisle to the other. Entry portal / cross-aisle at row 5. Walkway crosses the section between row 5 and row 8. Wheelchair seating platform between rows 3 and 5.","Seat 1 is on the edge facing section 407; seat numbers count UP toward the edge facing section 405. Facing the field, seat 1 is on your left. Because this section is on the first-base/right-field half of the park, seat 1 is the end of the row CLOSEST to home plate and HIGHER seat numbers are FARTHER from home plate.",not published (typical rows run roughly 18-23 seats),Roof supports just above row 8 can create viewing obstructions. Row 1 seats may require leaning forward past the safety railing. First-base-side sections generally hold shade better with the roof open.,"HIGH - rows, entrance row and seat direction stated by RateYourSeats section page"
